nb_jobs,nb_jobs_finished,nb_jobs_success,nb_jobs_killed,success_rate,makespan,max_turnaround_time,scheduling_time,jobs_execution_time_boundary_ratio,consumed_joules
0,250,250,0,inf,6518.003687,2271.586157,6523.000000,1398.362513,-1
