jobID,submission_time,requested_number_of_processors,requested_time,success,starting_time,execution_time,finish_time,waiting_time,turnaround_time,stretch,consumed_energy,allocated_processors
78,1523.0,16,60.0,1,1578.0,2.0,1580.0,55.0,57.0,28.5,-1,9 2 3 4 5 6 7 8 10 11 16 18 19 20 21 1
117,2277.0,2,1409.0,1,2303.0,142.0,2445.0,26.0,168.0,1.1830985915492958,-1,22 15
43,840.0,2,1409.0,1,841.0,142.0,983.0,1.0,143.0,1.0070422535211268,-1,18 17
136,2654.0,1,11769.0,1,2655.0,1179.0,3834.0,1.0,1180.0,1.0008481764206956,-1,9
249,4887.0,1,885.0,1,4918.0,92.0,5010.0,31.0,123.0,1.3369565217391304,-1,19
127,2477.0,2,620.0,1,2554.0,62.0,2616.0,77.0,139.0,2.2419354838709675,-1,9 10
1,19.0,8,807.0,1,21.0,81.0,102.0,2.0,83.0,1.0246913580246915,-1,2 5 6 3 4 9 8 7
205,4020.0,4,60.0,1,4340.0,4.0,4344.0,320.0,324.0,81.0,-1,7 15 21 17
193,3786.0,1,11769.0,1,4063.0,1182.0,5245.0,277.0,1459.0,1.2343485617597292,-1,34
28,553.0,1,3864.0,1,555.0,387.0,942.0,2.0,389.0,1.0051679586563307,-1,5
11,218.0,1,2799.0,1,219.0,279.0,498.0,1.0,280.0,1.003584229390681,-1,16
71,1394.0,4,2905.0,1,1395.0,296.0,1691.0,1.0,297.0,1.0033783783783783,-1,27 26 29 28
77,1503.0,2,1409.0,1,1505.0,141.0,1646.0,2.0,143.0,1.0141843971631206,-1,17 15
109,2120.0,1,92.0,1,2122.0,10.0,2132.0,2.0,12.0,1.2,-1,19
55,1082.0,1,92.0,1,1083.0,10.0,1093.0,1.0,11.0,1.1,-1,2
70,1373.0,1,885.0,1,1375.0,89.0,1464.0,2.0,91.0,1.0224719101123596,-1,25
234,4591.0,4,876.0,1,4791.0,90.0,4881.0,200.0,290.0,3.2222222222222223,-1,7 6 17 15
148,2890.0,4,359.0,1,2927.0,36.0,2963.0,37.0,73.0,2.0277777777777777,-1,20 33 27 22
82,1594.0,8,807.0,1,1596.0,82.0,1678.0,2.0,84.0,1.024390243902439,-1,9 11 13 14 16 18 19 10
157,3070.0,2,66.0,1,3071.0,7.0,3078.0,1.0,8.0,1.1428571428571428,-1,11 22
154,3011.0,2,264.0,1,3029.0,26.0,3055.0,18.0,44.0,1.6923076923076923,-1,22 11
84,1629.0,1,2799.0,1,1630.0,281.0,1911.0,1.0,282.0,1.00355871886121,-1,20
202,3963.0,4,1519.0,1,4251.0,151.0,4402.0,288.0,439.0,2.9072847682119205,-1,29 8 30 28
31,611.0,2,66.0,1,612.0,7.0,619.0,1.0,8.0,1.1428571428571428,-1,9 15
187,3667.0,2,5935.0,1,4012.0,628.0,4640.0,345.0,973.0,1.5493630573248407,-1,26 19
58,1141.0,1,885.0,1,1142.0,89.0,1231.0,1.0,90.0,1.0112359550561798,-1,2
24,472.0,8,192.0,1,473.0,20.0,493.0,1.0,21.0,1.05,-1,5 18 7 11 6 4 20 19
186,3646.0,2,66.0,1,4003.0,8.0,4011.0,357.0,365.0,45.625,-1,19 26
169,3308.0,4,2905.0,1,3695.0,306.0,4001.0,387.0,693.0,2.264705882352941,-1,15 26 19 17
54,1061.0,2,264.0,1,1062.0,27.0,1089.0,1.0,28.0,1.037037037037037,-1,6 10
60,1179.0,4,876.0,1,1180.0,89.0,1269.0,1.0,90.0,1.0112359550561798,-1,14 10 13 15
153,2991.0,2,1409.0,1,3016.0,141.0,3157.0,25.0,166.0,1.177304964539007,-1,14 18
103,1999.0,4,1519.0,1,2000.0,155.0,2155.0,1.0,156.0,1.0064516129032257,-1,33 20 27 26
32,627.0,2,620.0,1,629.0,62.0,691.0,2.0,64.0,1.032258064516129,-1,15 9
226,4431.0,1,92.0,1,4433.0,9.0,4442.0,2.0,11.0,1.2222222222222223,-1,8
188,3685.0,2,66.0,1,4070.0,7.0,4077.0,385.0,392.0,56.0,-1,1 2
8,159.0,1,92.0,1,160.0,10.0,170.0,1.0,11.0,1.1,-1,8
64,1259.0,8,1790.0,1,1260.0,180.0,1440.0,1.0,181.0,1.0055555555555555,-1,21 2 17 22 18 11 19 20
172,3368.0,4,2905.0,1,3777.0,292.0,4069.0,409.0,701.0,2.4006849315068495,-1,4 1 2 3
25,493.0,2,1409.0,1,494.0,142.0,636.0,1.0,143.0,1.0070422535211268,-1,12 10
7,140.0,4,2905.0,1,142.0,291.0,433.0,2.0,293.0,1.006872852233677,-1,7 4 5 6
76,1486.0,4,876.0,1,1487.0,90.0,1577.0,1.0,91.0,1.011111111111111,-1,4 3 1 2
48,940.0,4,166.0,1,941.0,17.0,958.0,1.0,18.0,1.0588235294117647,-1,3 10 12 2
165,3227.0,2,5935.0,1,3237.0,593.0,3830.0,10.0,603.0,1.0168634064080944,-1,13 16
197,3862.0,8,192.0,1,4165.0,20.0,4185.0,303.0,323.0,16.15,-1,21 28 25 24 32 31 30 29
119,2317.0,1,885.0,1,2329.0,89.0,2418.0,12.0,101.0,1.1348314606741574,-1,23
35,686.0,4,359.0,1,687.0,37.0,724.0,1.0,38.0,1.027027027027027,-1,16 14 13 17
115,2238.0,2,620.0,1,2239.0,63.0,2302.0,1.0,64.0,1.0158730158730158,-1,15 22
29,573.0,1,3864.0,1,574.0,388.0,962.0,1.0,389.0,1.0025773195876289,-1,6
105,2038.0,1,3864.0,1,2039.0,388.0,2427.0,1.0,389.0,1.0025773195876289,-1,17
14,275.0,2,1409.0,1,276.0,142.0,418.0,1.0,143.0,1.0070422535211268,-1,20 11
180,3526.0,4,1519.0,1,3964.0,152.0,4116.0,438.0,590.0,3.8815789473684212,-1,8 7 6 5
232,4552.0,2,2658.0,1,4677.0,266.0,4943.0,125.0,391.0,1.4699248120300752,-1,29 28
132,2576.0,2,1409.0,1,2631.0,142.0,2773.0,55.0,197.0,1.3873239436619718,-1,27 33
196,3843.0,8,95.0,1,4154.0,10.0,4164.0,311.0,321.0,32.1,-1,31 32 25 24 21 28 29 30
111,2161.0,2,264.0,1,2162.0,27.0,2189.0,1.0,28.0,1.037037037037037,-1,27 33
210,4117.0,1,2799.0,1,4187.0,278.0,4465.0,70.0,348.0,1.2517985611510791,-1,32
227,4452.0,2,2658.0,1,4641.0,275.0,4916.0,189.0,464.0,1.6872727272727273,-1,19 21
34,666.0,2,5935.0,1,667.0,595.0,1262.0,1.0,596.0,1.0016806722689076,-1,8 7
16,314.0,2,5935.0,1,315.0,599.0,914.0,1.0,600.0,1.001669449081803,-1,2 3
206,4039.0,4,2905.0,1,4346.0,291.0,4637.0,307.0,598.0,2.0549828178694156,-1,17 21 15 7
243,4770.0,4,876.0,1,4993.0,89.0,5082.0,223.0,312.0,3.50561797752809,-1,6 7 1 2
3,58.0,1,2799.0,1,59.0,281.0,340.0,1.0,282.0,1.00355871886121,-1,12
87,1689.0,4,876.0,1,1690.0,93.0,1783.0,1.0,94.0,1.010752688172043,-1,15 19 18 17
211,4137.0,1,885.0,1,4138.0,89.0,4227.0,1.0,90.0,1.0112359550561798,-1,8
217,4257.0,1,3864.0,1,4341.0,388.0,4729.0,84.0,472.0,1.2164948453608246,-1,31
5,98.0,2,66.0,1,99.0,7.0,106.0,1.0,8.0,1.1428571428571428,-1,16 15
83,1610.0,4,359.0,1,1648.0,36.0,1684.0,38.0,74.0,2.0555555555555554,-1,25 15 17 21
176,3451.0,4,876.0,1,3777.0,89.0,3866.0,326.0,415.0,4.662921348314606,-1,6 8 7 5
62,1218.0,4,2905.0,1,1220.0,291.0,1511.0,2.0,293.0,1.006872852233677,-1,5 9 6 16
113,2200.0,4,166.0,1,2201.0,17.0,2218.0,1.0,18.0,1.0588235294117647,-1,23 22 27 33
