batsim_id,oar_id
0,2401
1,2402
2,2403
3,2404
4,2405
5,2406
6,2407
7,2408
8,2409
9,2410
10,2411
11,2412
12,2413
13,2414
14,2415
15,2416
16,2417
17,2418
18,2419
19,2420
20,2421
21,2422
22,2423
23,2424
24,2425
25,2426
26,2427
27,2428
28,2429
29,2430
30,2431
31,2432
32,2433
33,2434
34,2435
35,2436
36,2437
37,2438
38,2439
39,2440
40,2441
41,2442
42,2443
43,2444
44,2445
45,2446
46,2447
47,2448
48,2449
49,2450
50,2451
51,2452
52,2453
53,2454
54,2455
55,2456
56,2457
57,2458
58,2459
59,2460
60,2461
61,2462
62,2463
63,2464
64,2465
65,2466
66,2467
67,2468
68,2469
69,2470
70,2471
71,2472
72,2473
73,2474
74,2475
75,2476
76,2477
77,2478
78,2479
79,2480
80,2481
81,2482
82,2483
83,2484
84,2485
85,2486
86,2487
87,2488
88,2489
89,2490
90,2491
91,2492
92,2493
93,2494
94,2495
95,2496
96,2497
97,2498
98,2499
99,2500
100,2501
101,2502
102,2503
103,2504
104,2505
105,2506
106,2507
107,2508
108,2509
109,2510
110,2511
111,2512
112,2513
113,2514
114,2515
115,2516
116,2517
117,2518
118,2519
119,2520
120,2521
121,2522
122,2523
123,2524
124,2525
125,2526
126,2527
127,2528
128,2529
129,2530
130,2531
131,2532
132,2533
133,2534
134,2535
135,2536
136,2537
137,2538
138,2539
139,2540
140,2541
141,2542
142,2543
143,2544
144,2545
145,2546
146,2547
147,2548
148,2549
149,2550
150,2551
151,2552
152,2553
153,2554
154,2555
155,2556
156,2557
157,2558
158,2559
159,2560
160,2561
161,2562
162,2563
163,2564
164,2565
165,2566
166,2567
167,2568
168,2569
169,2570
170,2571
171,2572
172,2573
173,2574
174,2575
175,2576
176,2577
177,2578
178,2579
179,2580
180,2581
181,2582
182,2583
183,2584
184,2585
185,2586
186,2587
187,2588
188,2589
189,2590
190,2591
191,2592
192,2593
193,2594
194,2595
195,2596
196,2597
197,2598
198,2599
199,2600
200,2601
201,2602
202,2603
203,2604
204,2605
205,2606
206,2607
207,2608
208,2609
209,2610
210,2611
211,2612
212,2613
213,2614
214,2615
215,2616
216,2617
217,2618
218,2619
219,2620
220,2621
221,2622
222,2623
223,2624
224,2625
225,2626
226,2627
227,2628
228,2629
229,2630
230,2631
231,2632
232,2633
233,2634
234,2635
235,2636
236,2637
237,2638
238,2639
239,2640
240,2641
241,2642
242,2643
243,2644
244,2645
245,2646
246,2647
247,2648
248,2649
249,2650
250,2651
251,2652
252,2653
253,2654
254,2655
255,2656
256,2657
257,2658
258,2659
259,2660
260,2661
261,2662
262,2663
263,2664
264,2665
265,2666
266,2667
267,2668
268,2669
269,2670
270,2671
271,2672
272,2673
273,2674
274,2675
275,2676
276,2677
277,2678
278,2679
279,2680
280,2681
281,2682
282,2683
283,2684
284,2685
285,2686
286,2687
287,2688
288,2689
289,2690
290,2691
291,2692
292,2693
293,2694
294,2695
295,2696
296,2697
297,2698
298,2699
299,2700
300,2701
301,2702
302,2703
303,2704
304,2705
305,2706
306,2707
307,2708
308,2709
309,2710
310,2711
311,2712
312,2713
313,2714
314,2715
315,2716
316,2717
317,2718
318,2719
319,2720
320,2721
321,2722
322,2723
323,2724
324,2725
325,2726
326,2727
327,2728
328,2729
329,2730
330,2731
331,2732
332,2733
333,2734
334,2735
335,2736
336,2737
337,2738
338,2739
339,2740
340,2741
341,2742
342,2743
343,2744
344,2745
345,2746
346,2747
347,2748
348,2749
349,2750
350,2751
351,2752
352,2753
353,2754
354,2755
355,2756
356,2757
357,2758
358,2759
359,2760
360,2761
361,2762
362,2763
363,2764
364,2765
365,2766
366,2767
367,2768
368,2769
369,2770
370,2771
371,2772
372,2773
373,2774
374,2775
375,2776
376,2777
377,2778
378,2779
379,2780
380,2781
381,2782
382,2783
383,2784
384,2785
385,2786
386,2787
387,2788
388,2789
389,2790
390,2791
391,2792
392,2793
393,2794
394,2795
395,2796
396,2797
397,2798
398,2799
399,2800
400,2801
401,2802
402,2803
403,2804
404,2805
405,2806
406,2807
407,2808
408,2809
409,2810
410,2811
411,2812
412,2813
413,2814
414,2815
415,2816
416,2817
417,2818
418,2819
419,2820
420,2821
421,2822
422,2823
423,2824
424,2825
425,2826
426,2827
427,2828
428,2829
429,2830
430,2831
431,2832
432,2833
433,2834
434,2835
435,2836
436,2837
437,2838
438,2839
439,2840
440,2841
441,2842
442,2843
443,2844
444,2845
445,2846
446,2847
447,2848
448,2849
449,2850
450,2851
451,2852
452,2853
453,2854
454,2855
455,2856
456,2857
457,2858
458,2859
459,2860
460,2861
461,2862
462,2863
463,2864
464,2865
465,2866
466,2867
467,2868
468,2869
469,2870
470,2871
471,2872
472,2873
473,2874
474,2875
475,2876
476,2877
477,2878
478,2879
479,2880
480,2881
481,2882
482,2883
483,2884
484,2885
485,2886
486,2887
487,2888
488,2889
489,2890
490,2891
491,2892
492,2893
493,2894
494,2895
495,2896
496,2897
497,2898
498,2899
499,2900
500,2901
501,2902
502,2903
503,2904
504,2905
505,2906
506,2907
507,2908
508,2909
509,2910
510,2911
511,2912
512,2913
513,2914
514,2915
515,2916
516,2917
517,2918
518,2919
519,2920
520,2921
521,2922
522,2923
523,2924
524,2925
525,2926
526,2927
527,2928
528,2929
529,2930
530,2931
531,2932
532,2933
533,2934
534,2935
535,2936
536,2937
537,2938
538,2939
539,2940
540,2941
541,2942
542,2943
543,2944
544,2945
545,2946
546,2947
547,2948
548,2949
549,2950
550,2951
551,2952
552,2953
553,2954
554,2955
555,2956
556,2957
557,2958
558,2959
559,2960
560,2961
561,2962
562,2963
563,2964
564,2965
565,2966
566,2967
567,2968
568,2969
569,2970
570,2971
571,2972
572,2973
573,2974
574,2975
575,2976
576,2977
577,2978
578,2979
579,2980
580,2981
581,2982
582,2983
583,2984
584,2985
585,2986
586,2987
587,2988
588,2989
589,2990
590,2991
591,2992
592,2993
593,2994
594,2995
595,2996
596,2997
597,2998
598,2999
599,3000
600,3001
601,3002
602,3003
603,3004
604,3005
605,3006
606,3007
607,3008
608,3009
609,3010
610,3011
611,3012
612,3013
613,3014
614,3015
615,3016
616,3017
617,3018
618,3019
619,3020
620,3021
621,3022
622,3023
623,3024
624,3025
625,3026
626,3027
627,3028
628,3029
629,3030
630,3031
631,3032
632,3033
633,3034
634,3035
635,3036
636,3037
637,3038
638,3039
639,3040
640,3041
641,3042
642,3043
643,3044
644,3045
645,3046
646,3047
647,3048
648,3049
649,3050
650,3051
651,3052
652,3053
653,3054
654,3055
655,3056
656,3057
657,3058
658,3059
659,3060
660,3061
661,3062
662,3063
663,3064
664,3065
665,3066
666,3067
667,3068
668,3069
669,3070
670,3071
671,3072
672,3073
673,3074
674,3075
675,3076
676,3077
677,3078
678,3079
679,3080
680,3081
681,3082
682,3083
683,3084
684,3085
685,3086
686,3087
687,3088
688,3089
689,3090
690,3091
691,3092
692,3093
693,3094
694,3095
695,3096
696,3097
697,3098
698,3099
699,3100
700,3101
701,3102
702,3103
703,3104
704,3105
705,3106
706,3107
707,3108
708,3109
709,3110
710,3111
711,3112
712,3113
713,3114
714,3115
715,3116
716,3117
717,3118
718,3119
719,3120
720,3121
721,3122
722,3123
723,3124
724,3125
725,3126
726,3127
727,3128
728,3129
729,3130
730,3131
731,3132
732,3133
733,3134
734,3135
735,3136
736,3137
737,3138
738,3139
739,3140
740,3141
741,3142
742,3143
743,3144
744,3145
745,3146
746,3147
747,3148
748,3149
749,3150
750,3151
751,3152
752,3153
753,3154
754,3155
755,3156
756,3157
757,3158
758,3159
759,3160
760,3161
761,3162
762,3163
763,3164
764,3165
765,3166
766,3167
767,3168
768,3169
769,3170
770,3171
771,3172
772,3173
773,3174
774,3175
775,3176
776,3177
777,3178
778,3179
779,3180
780,3181
781,3182
782,3183
783,3184
784,3185
785,3186
786,3187
787,3188
788,3189
789,3190
790,3191
791,3192
792,3193
793,3194
794,3195
795,3196
796,3197
797,3198
798,3199
799,3200
