"jobID" "execution_time" "real_execution_time" "execution_time_difference"
16 290.579787 304 13.420213
81 593.550693 620 26.449307
115 290.579787 301 10.420213
149 290.579787 301 10.420213
178 1119.256776 1161 41.7432240000001
247 290.579787 303 12.420213
