batsim_id,oar_id
0,829
1,830
2,831
3,832
4,833
5,834
6,835
7,836
8,837
9,838
10,839
11,840
12,841
13,842
14,843
15,844
16,845
17,846
18,847
19,848
20,849
21,850
22,851
23,852
24,853
25,854
26,855
27,856
28,857
29,858
30,859
31,860
32,861
33,862
34,863
35,864
36,865
37,866
38,867
39,868
40,869
41,870
42,871
43,872
44,873
45,874
46,875
47,876
48,877
49,878
50,879
51,880
52,881
53,882
54,883
55,884
56,885
57,886
58,887
59,888
60,889
61,890
62,891
63,892
64,893
65,894
66,895
67,896
68,897
69,898
70,899
71,900
72,901
73,902
74,903
75,904
76,905
77,906
78,907
79,908
80,909
81,910
82,911
83,912
84,913
85,914
86,915
87,916
88,917
89,918
90,919
91,920
92,921
93,922
94,923
95,924
96,925
97,926
98,927
99,928
100,929
101,930
102,931
103,932
104,933
105,934
106,935
107,936
108,937
109,938
110,939
111,940
112,941
113,942
114,943
115,944
116,945
117,946
118,947
119,948
120,949
121,950
122,951
123,952
124,953
125,954
126,955
127,956
128,957
129,958
130,959
131,960
132,961
133,962
134,963
135,964
136,965
137,966
138,967
139,968
140,969
141,970
142,971
143,972
144,973
145,974
146,975
147,976
148,977
149,978
150,979
151,980
152,981
153,982
154,983
155,984
156,985
157,986
158,987
159,988
160,989
161,990
162,991
163,992
164,993
165,994
166,995
167,996
168,997
169,998
170,999
171,1000
172,1001
173,1002
174,1003
175,1004
176,1005
177,1006
178,1007
179,1008
180,1009
181,1010
182,1011
183,1012
184,1013
185,1014
186,1015
187,1016
188,1017
189,1018
190,1019
191,1020
192,1021
193,1022
194,1023
195,1024
196,1025
197,1026
198,1027
199,1028
200,1029
201,1030
202,1031
203,1032
204,1033
205,1034
206,1035
207,1036
208,1037
209,1038
210,1039
211,1040
212,1041
213,1042
214,1043
215,1044
216,1045
217,1046
218,1047
219,1048
220,1049
221,1050
222,1051
223,1052
224,1053
225,1054
226,1055
227,1056
228,1057
229,1058
230,1059
231,1060
232,1061
233,1062
234,1063
235,1064
236,1065
237,1066
238,1067
239,1068
240,1069
241,1070
242,1071
243,1072
244,1073
245,1074
246,1075
247,1076
248,1077
249,1078
