"jobID" "execution_time" "real_execution_time" "execution_time_difference"
43 593.59 623 29.41
82 2190.82 2244 53.1799999999998
177 1176.93 1189 12.0699999999999
203 290.53 304 13.47
226 290.53 304 13.47
