submission_time_difference_mean,submission_time_difference_sd,execution_time_difference_mean,execution_time_difference_sd,waiting_time_difference_mean,waiting_time_difference_sd,turnaround_time_difference_mean,turnaround_time_difference_sd,stretch_difference_mean,stretch_difference_sd,makespan_difference,mean_stretch_difference,mean_waiting_time_difference,mean_turnaround_time_difference,workload_name
-18.547122276,0.281760717187638,2.64780799999999,34.7097375276751,-11.444877724,199.202662435719,-8.797069724,202.325294768633,-1.02570520781258,14.5731617693209,-21.5900000000001,-1.02570520781258,-11.444877724,-8.79706972400001,g5k_workload_delay_seed3_size37
