nb_jobs,nb_jobs_finished,nb_jobs_success,nb_jobs_killed,success_rate,makespan,max_turnaround_time,scheduling_time,jobs_execution_time_boundary_ratio,consumed_joules
0,250,250,0,inf,6387.820000,2368.831108,6392.000000,1403.472133,-1
