submission_time_difference_mean,submission_time_difference_sd,execution_time_difference_mean,execution_time_difference_sd,waiting_time_difference_mean,waiting_time_difference_sd,turnaround_time_difference_mean,turnaround_time_difference_sd,stretch_difference_mean,stretch_difference_sd,makespan_difference,mean_stretch_difference,mean_waiting_time_difference,mean_turnaround_time_difference,workload_name,batsim_makespan,real_makespan,batsim_mean_stretch,real_mean_stretch,batsim_mean_waiting_time,real_mean_waiting_time,batsim_mean_turnaround_time,real_mean_turnaround_time
-19.48729828,0.293147042744111,0.584927999999992,2.0819282118105,-1.504701668,65.8645485376571,-0.919773667999999,65.977696342127,-0.646299188332049,6.23286546564963,128.972,-0.646299188332049,-1.504701668,-0.919773668000005,g5k_workload_delay_seed0_size37,6507.028,6636,3.431152304,2.78485311566795,56.508701668,55.004,275.439773668,274.52
