submission_time_difference_mean,submission_time_difference_sd,execution_time_difference_mean,execution_time_difference_sd,waiting_time_difference_mean,waiting_time_difference_sd,turnaround_time_difference_mean,turnaround_time_difference_sd,stretch_difference_mean,stretch_difference_sd,makespan_difference,mean_stretch_difference,mean_waiting_time_difference,mean_turnaround_time_difference,workload_name
-18.547122276,0.281760717187638,2.657669412,34.708462715945,-11.444877704,199.20266243808,-8.787208312,202.32274265024,-1.03087251181258,14.6457227519567,-21.5506930000001,-1.03087251181258,-11.444877704,-8.78720831200002,g5k_workload_merged_msg_seed3_size37
