"jobID" "execution_time" "real_execution_time" "execution_time_difference"
43 593.550693 623 29.449307
82 2190.845201 2244 53.1547989999999
177 1176.938262 1189 12.0617380000001
203 290.579787 304 13.420213
226 290.579787 304 13.420213
