submission_time_difference_mean,submission_time_difference_sd,execution_time_difference_mean,execution_time_difference_sd,waiting_time_difference_mean,waiting_time_difference_sd,turnaround_time_difference_mean,turnaround_time_difference_sd,stretch_difference_mean,stretch_difference_sd,makespan_difference,mean_stretch_difference,mean_waiting_time_difference,mean_turnaround_time_difference,workload_name,batsim_makespan,real_makespan,batsim_mean_stretch,real_mean_stretch,batsim_mean_waiting_time,real_mean_waiting_time,batsim_mean_turnaround_time,real_mean_turnaround_time
-20.595476428,0.300081839776694,1.66646898,6.55487725648765,126.255476436,324.427473824892,127.921945436,324.420803084198,5.74411652336321,33.226118616866,-13.2567760000002,5.74411652336322,126.255476436,127.921945436,g5k_workload_merged_msg_seed4_size34,6824.256776,6811,3.836717788,9.58083431136322,61.572523564,187.828,279.042054564,406.964
