"jobID" "execution_time" "real_execution_time" "execution_time_difference"
12 2190.845201 2239 48.1547989999999
71 290.579787 301 10.420213
133 593.550693 622 28.449307
139 2190.845201 2241 50.1547989999999
161 290.579787 304 13.420213
187 290.579787 304 13.420213
210 2190.845201 2259 68.1547989999999
