batsim_id,oar_id
0,533
1,534
2,535
3,536
4,537
5,538
6,539
7,540
8,541
9,542
10,543
11,544
12,545
13,546
14,547
15,548
16,549
17,550
18,551
19,552
20,553
21,554
22,555
23,556
24,557
25,558
26,559
27,560
28,561
29,562
30,563
31,564
32,565
33,566
34,567
35,568
36,569
37,570
38,571
39,572
40,573
41,574
42,575
43,576
44,577
45,578
46,579
47,580
48,581
49,582
50,583
51,584
52,585
53,586
54,587
55,588
56,589
57,590
58,591
59,592
60,593
61,594
62,595
63,596
64,597
65,598
66,599
67,600
68,601
69,602
70,603
71,604
72,605
73,606
74,607
75,608
76,609
77,610
78,611
79,612
80,613
81,614
82,615
83,616
84,617
85,618
86,619
87,620
88,621
89,622
90,623
91,624
92,625
93,626
94,627
95,628
96,629
97,630
98,631
99,632
100,633
101,634
102,635
103,636
104,637
105,638
106,639
107,640
108,641
109,642
110,643
111,644
112,645
113,646
114,647
115,648
116,649
117,650
118,651
119,652
120,653
121,654
122,655
123,656
124,657
125,658
126,659
127,660
128,661
129,662
130,663
131,664
132,665
133,666
134,667
135,668
136,669
137,670
138,671
139,672
140,673
141,674
142,675
143,676
144,677
145,678
146,679
147,680
148,681
149,682
150,683
151,684
152,685
153,686
154,687
155,688
156,689
157,690
158,691
159,692
160,693
161,694
162,695
163,696
164,697
165,698
166,699
167,700
168,701
169,702
170,703
171,704
172,705
173,706
174,707
175,708
176,709
177,710
178,711
179,712
180,713
181,714
182,715
183,716
184,717
185,718
186,719
187,720
188,721
189,722
190,723
191,724
192,725
193,726
194,727
195,728
196,729
197,730
198,731
199,732
200,733
201,734
202,735
203,736
204,737
205,738
206,739
207,740
208,741
209,742
210,743
211,744
212,745
213,746
214,747
215,748
216,749
217,750
218,751
219,752
220,753
221,754
222,755
223,756
224,757
225,758
226,759
227,760
228,761
229,762
230,763
231,764
232,765
233,766
234,767
235,768
236,769
237,770
238,771
239,772
240,773
241,774
242,775
243,776
244,777
245,778
246,779
247,780
248,781
249,782
