nb_jobs,nb_jobs_finished,nb_jobs_success,nb_jobs_killed,success_rate,makespan,max_turnaround_time,scheduling_time,jobs_execution_time_boundary_ratio,consumed_joules
0,250,250,0,inf,7282.845201,3177.367424,7287.000000,937.531939,-1
