nb_jobs,nb_jobs_finished,nb_jobs_success,nb_jobs_killed,success_rate,makespan,max_turnaround_time,scheduling_time,jobs_execution_time_boundary_ratio,consumed_joules
0,250,250,0,inf,5370.930000,2195.814811,5375.000000,1403.472133,-1
