jobID,submission_time,requested_number_of_processors,requested_time,success,starting_time,execution_time,finish_time,waiting_time,turnaround_time,stretch,consumed_energy,allocated_processors
221,4309.0,1,92.0,1,4310.0,10.0,4320.0,1.0,11.0,1.1,-1,12
211,4111.0,4,166.0,1,4188.0,17.0,4205.0,77.0,94.0,5.529411764705882,-1,18 12 17 13
149,2895.0,4,1519.0,1,2896.0,151.0,3047.0,1.0,152.0,1.0066225165562914,-1,9 7 12 10
86,1683.0,32,133.0,1,3173.0,14.0,3187.0,1490.0,1504.0,107.42857142857143,-1,6 1 2 3 4 5 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32
54,1055.0,1,885.0,1,1056.0,89.0,1145.0,1.0,90.0,1.0112359550561798,-1,2
127,2476.0,1,885.0,1,2478.0,89.0,2567.0,2.0,91.0,1.0224719101123596,-1,8
120,2338.0,2,5935.0,1,3189.0,593.0,3782.0,851.0,1444.0,2.4350758853288363,-1,15 16
186,3621.0,2,1409.0,1,3698.0,143.0,3841.0,77.0,220.0,1.5384615384615385,-1,26 32
144,2797.0,1,2799.0,1,3189.0,281.0,3470.0,392.0,673.0,2.395017793594306,-1,11
91,1782.0,4,359.0,1,1805.0,36.0,1841.0,23.0,59.0,1.6388888888888888,-1,11 2 9 20
95,1858.0,1,92.0,1,1860.0,10.0,1870.0,2.0,12.0,1.2,-1,18
73,1426.0,2,1409.0,1,1427.0,142.0,1569.0,1.0,143.0,1.0070422535211268,-1,6 3
58,1131.0,2,264.0,1,1133.0,27.0,1160.0,2.0,29.0,1.0740740740740742,-1,15 14
72,1408.0,2,1409.0,1,1409.0,142.0,1551.0,1.0,143.0,1.0070422535211268,-1,21 20
234,4562.0,2,66.0,1,4563.0,7.0,4570.0,1.0,8.0,1.1428571428571428,-1,11 18
238,4642.0,2,5935.0,1,4643.0,593.0,5236.0,1.0,594.0,1.0016863406408094,-1,16 9
55,1073.0,2,66.0,1,1074.0,7.0,1081.0,1.0,8.0,1.1428571428571428,-1,5 12
168,3271.0,2,5935.0,1,3317.0,595.0,3912.0,46.0,641.0,1.0773109243697478,-1,30 31
48,936.0,1,11769.0,1,937.0,1178.0,2115.0,1.0,1179.0,1.000848896434635,-1,13
29,563.0,4,876.0,1,564.0,89.0,653.0,1.0,90.0,1.0112359550561798,-1,13 14 2 12
215,4189.0,2,620.0,1,4191.0,64.0,4255.0,2.0,66.0,1.03125,-1,26 24
77,1507.0,2,1409.0,1,1508.0,142.0,1650.0,1.0,143.0,1.0070422535211268,-1,14 10
67,1310.0,2,1409.0,1,1312.0,141.0,1453.0,2.0,143.0,1.0141843971631206,-1,2 9
71,1388.0,4,359.0,1,1389.0,37.0,1426.0,1.0,38.0,1.027027027027027,-1,19 18 16 11
21,408.0,4,166.0,1,410.0,17.0,427.0,2.0,19.0,1.1176470588235294,-1,10 7 9 12
113,2200.0,4,1519.0,1,2202.0,151.0,2353.0,2.0,153.0,1.0132450331125828,-1,17 18 15 16
16,311.0,2,620.0,1,312.0,63.0,375.0,1.0,64.0,1.0158730158730158,-1,12 10
131,2553.0,2,1409.0,1,2554.0,142.0,2696.0,1.0,143.0,1.0070422535211268,-1,1 2
225,4392.0,2,2658.0,1,4393.0,266.0,4659.0,1.0,267.0,1.0037593984962405,-1,23 20
199,3880.0,4,359.0,1,3987.0,36.0,4023.0,107.0,143.0,3.9722222222222223,-1,32 25 21 31
109,2120.0,1,11769.0,1,3189.0,1178.0,4367.0,1069.0,2247.0,1.9074702886247878,-1,9
46,898.0,1,11769.0,1,900.0,1177.0,2077.0,2.0,1179.0,1.0016992353440952,-1,33
147,2856.0,2,5935.0,1,3189.0,591.0,3780.0,333.0,924.0,1.5634517766497462,-1,20 21
126,2457.0,4,1519.0,1,2459.0,156.0,2615.0,2.0,158.0,1.0128205128205128,-1,18 11 19 6
51,997.0,2,1409.0,1,998.0,142.0,1140.0,1.0,143.0,1.0070422535211268,-1,22 21
115,2240.0,4,876.0,1,2241.0,88.0,2329.0,1.0,89.0,1.0113636363636365,-1,11 20 6 7
150,2915.0,4,2905.0,1,3189.0,291.0,3480.0,274.0,565.0,1.9415807560137457,-1,23 22 25 24
146,2836.0,2,66.0,1,2838.0,7.0,2845.0,2.0,9.0,1.2857142857142858,-1,10 9
106,2064.0,1,11769.0,1,2116.0,1175.0,3291.0,52.0,1227.0,1.044255319148936,-1,33
